Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
"Ankara, Ankara, Turkey",33,2,37,"1,190",24,31,Discussion Grandmaster
"Chennai, Tamil Nadu, India",113,17,82,800,1,32,Competitions Grandmaster
"Dubai, Dubai, United Arab Emirates",88,13,100,"1,630",1,33,Notebooks Grandmaster
"Antalya, Antalya, Turkey",18,9,38,888,NA,34,Notebooks Master
"Haarlem, North Holland, Netherlands",117,76,83,"1,307",NA,35,Discussion Grandmaster
"Burichang, Chittagong Division, Bangladesh",4,13,17,199,NA,36,Notebooks Grandmaster
"Vinnytsia, Vinnytsia Oblast, Ukraine",33,9,35,412,13,37,Notebooks Grandmaster
"Bucharest, Bucharest, Romania",104,114,254,"1,416",3,38,Datasets Grandmaster
"Tokyo, Tokyo, Japan",44,10,29,290,11,40,Competitions Grandmaster
"Greencastle, Indiana, United States",242,133,585,"1,442",5,41,Competitions Grandmaster
"London, England, United Kingdom",18,5,22,595,NA,39,Notebooks Master
"Moscow, Russia",97,8,53,346,40,42,Competitions Grandmaster
"Frankfurt, Hesse, Germany",10,1,37,227,31,43,Notebooks Grandmaster
"Vilnius, Vilnius County, Lithuania",68,26,47,"1,044",18,44,Competitions Grandmaster
,37,104,120,822,5,45,Datasets Grandmaster
"Pittsburgh, Pennsylvania, United States",20,44,25,531,25,47,Datasets Grandmaster
NA,2,11,26,"1,588",NA,46,Notebooks Grandmaster
"Bengaluru, Karnataka, India",62,18,77,670,10,49,Competitions Grandmaster
"Hyderabad, Telangana, India",111,384,"2,339",440,47,48,Datasets Expert
"Dubai, Dubai, United Arab Emirates",2,7,15,"2,812",40,50,Notebooks Grandmaster
"Hawally, Hawalli Governorate, Kuwait",17,25,87,315,30,51,Notebooks Grandmaster
"Singapore, Singapore",14,54,80,977,2,52,Datasets Grandmaster
"Moscow, Russia",NA,5,21,"2,137",NA,53,Notebooks Grandmaster
"Hyderabad, Telangana, India",9,21,52,281,7,54,Notebooks Grandmaster
"Jakarta, Jakarta, Indonesia",2,5,18,"3,576",53,56,Notebooks Grandmaster
"Boston, Massachusetts, United States",55,12,23,"2,258",1,57,Notebooks Grandmaster
"Seattle, Washington, United States",NA,107,271,"2,191",10,55,Datasets Grandmaster
NA,NA,10,18,"2,193",NA,58,Notebooks Grandmaster
"Nizhny Novgorod, Nizhny Novgorod Oblast, Russia",19,NA,16,"2,191",37,59,Notebooks Grandmaster
"Philadelphia, Pennsylvania, United States",5,27,60,"1,374",60,61,Notebooks Master
"Paris, Île-de-France, France",58,61,44,813,27,62,Competitions Grandmaster
"Pune, Maharashtra, India",19,5,46,878,NA,60,Notebooks Master
"Pune, Maharashtra, India",2,12,16,"1,087",63,64,Notebooks Master
"Saitama, Saitama, Japan",6,2,206,542,NA,63,Notebooks Expert
"İstanbul, İstanbul, Turkey",101,42,60,875,47,67,Competitions Grandmaster
NA,9,1,33,213,58,66,Notebooks Master
"Pune, Maharashtra, India",1,17,18,"1,347",67,68,Notebooks Grandmaster
"Sacramento, California, United States",38,8,91,575,55,69,Notebooks Grandmaster
"London, England, United Kingdom",9,18,23,46,NA,65,Notebooks Master
"New York, New York, United States",1,44,230,675,12,70,Notebooks Grandmaster
"Vancouver, British Columbia, Canada",6,NA,13,353,62,71,Notebooks Master
"Setif, Sétif Province, Algeria",44,4,45,572,45,72,Notebooks Master
"Verona, Veneto, Italy",225,6,87,901,43,73,Discussion Grandmaster
"Tokyo, Tokyo, Japan",30,66,41,417,23,75,Competitions Grandmaster
"Paris, Île-de-France, France",5,NA,6,24,17,77,Notebooks Expert
"Saint Petersburg, Russia",21,12,24,430,59,74,Notebooks Grandmaster
"Madrid, Community of Madrid, Spain",7,4,25,"1,640",27,76,Notebooks Grandmaster
NA,103,1,42,172,54,78,Notebooks Master
"Cologne, North Rhine-Westphalia, Germany",25,23,39,254,18,79,Notebooks Grandmaster
"Gurugram, Haryana, India",17,27,29,458,69,80,Notebooks Master
"Jaipur, Rajasthan, India",18,16,66,582,54,83,Notebooks Grandmaster
NA,31,18,35,"1,388",80,81,Discussion Grandmaster
"Sydney, New South Wales, Australia",NA,NA,15,"1,485",64,82,Notebooks Grandmaster
"Dubai, Dubai, United Arab Emirates",17,38,31,266,5,86,Notebooks Grandmaster
"İstanbul, İstanbul, Turkey",29,70,25,416,44,85,Notebooks Grandmaster
"Shahrbabak, Kerman Province, Iran",1,17,39,"1,623",70,87,Notebooks Master
"Prague, Prague, Czechia",18,12,66,197,82,90,Notebooks Master
"Warsaw, Masovian Voivodeship, Poland",29,15,64,408,51,92,Competitions Master
NA,NA,3,19,"1,680",42,91,Notebooks Grandmaster
"Iloilo City, Western Visayas, Philippines",1,13,23,"1,016",NA,84,Datasets Master
"Toronto, Ontario, Canada",2,3,49,221,26,93,Notebooks Master
"Amman, Amman Governorate, Jordan",1,10,31,"2,547",NA,89,Datasets Grandmaster
"Osaka, Osaka, Japan",32,10,39,822,59,94,Datasets Grandmaster
"İstanbul, İstanbul, Turkey",6,21,19,17,87,88,Datasets Master
"Seoul, Seoul, South Korea",47,39,809,8,61,95,Datasets Expert
"Kochi, Kerala, India",17,12,38,947,18,96,Notebooks Grandmaster
"Kolkata, West Bengal, India",13,34,67,321,58,97,Notebooks Master
"London, England, United Kingdom",25,16,55,"1,137",23,98,Notebooks Grandmaster
"Gdańsk, Pomeranian Voivodeship, Poland",25,18,34,"1,414",71,99,Notebooks Grandmaster
"Battle Mountain, Nevada, United States",41,6,48,"1,518",96,101,Notebooks Master
"Bengaluru, Karnataka, India",1,16,24,360,32,102,Notebooks Master
"Scottsdale, Arizona, United States",2,19,550,161,99,100,Datasets Expert
"6th of October City, Giza Governorate, Egypt",13,12,95,"1,522",90,103,Notebooks Master
"Kharkiv, Kharkiv Oblast, Ukraine",44,5,54,319,8,104,Notebooks Grandmaster
"Kraków, Lesser Poland Voivodeship, Poland",7,11,21,340,48,105,Competitions Master
"Ikeda, Osaka, Japan",16,NA,38,326,85,107,Notebooks Master
"Curitiba, State of Paraná, Brazil",245,20,114,986,23,106,Competitions Grandmaster
"Andijan, Andijan region, Uzbekistan",3,NA,22,286,55,108,Notebooks Master
"Rio de Janeiro, State of Rio de Janeiro, Brazil",167,2,93,290,17,109,Notebooks Grandmaster
"Isfahan, Isfahan Province, Iran",2,NA,16,"1,271",98,110,Notebooks Master
"Amsterdam, North Holland, Netherlands",49,14,91,686,21,114,Notebooks Grandmaster
"Arnhem-Nijmegen Metropolitan Area, Gelderland, Netherlands",16,NA,30,"1,333",98,116,Notebooks Master
"İstanbul, İstanbul, Turkey",12,11,42,867,54,115,Notebooks Grandmaster
"Munich, Bavaria, Germany",88,2,189,203,88,113,Notebooks Master
"Kolkata, West Bengal, India",NA,19,11,"1,067",111,112,Datasets Grandmaster
"Campina Grande, State of Paraíba, Brazil",35,37,58,"1,180",40,118,Notebooks Grandmaster
"Tokyo, Tokyo, Japan",16,17,41,623,22,119,Notebooks Grandmaster
"Surat, Gujarat, India",2,4,25,755,116,117,Notebooks Master
"Montreal, Quebec, Canada",42,26,158,"1,181",79,120,Notebooks Grandmaster
"Delhi, Delhi, India",5,NA,20,369,65,121,Notebooks Grandmaster
"Guangzhou, Guangdong Province, China",50,22,130,344,79,123,Notebooks Master
"Gaithersburg, Maryland, United States",33,27,39,"1,255",16,122,Competitions Grandmaster
"Bizerte, Bizerte, Tunisia",34,5,27,496,82,124,Notebooks Master
"Amsterdam, North Holland, Netherlands",3,2,17,970,26,125,Notebooks Grandmaster
"Jakarta, Jakarta, Indonesia",13,1,19,"1,931",41,126,Notebooks Grandmaster
"Budapest, Hungary",27,4,47,608,15,127,Notebooks Grandmaster
"New Delhi, Delhi, India",6,8,15,"1,012",104,128,Notebooks Grandmaster
"Madurai, Tamil Nadu, India",49,14,58,656,115,130,Notebooks Master
"Paris, Île-de-France, France",59,27,7,"1,243",21,129,Discussion Grandmaster
"Chandannagar, West Bengal, India",5,5,15,658,129,132,Notebooks Master
"London, England, United Kingdom",12,NA,29,308,1,133,Notebooks Grandmaster
"Incheon, Incheon, South Korea",45,2,62,687,74,134,Notebooks Master
,5,NA,10,"1,045",129,131,Notebooks Master
"Majitar, Sikkim, India",5,5,50,714,56,135,Notebooks Master
"Amherst, Massachusetts, United States",38,4,70,391,9,136,Notebooks Grandmaster
"Peravali, Andhra Pradesh, India",NA,3,12,"1,091",NA,111,Notebooks Master
"Moscow, Russia",7,1,14,656,115,137,Notebooks Master
"Chennai, Tamil Nadu, India",4,NA,16,680,123,138,Notebooks Master
"San Francisco, California, United States",8,40,34,550,116,140,Notebooks Master
"Coimbatore, Tamil Nadu, India",13,6,13,262,39,142,Notebooks Master
"Dindigul, Tamil Nadu, India",8,NA,27,936,117,139,Notebooks Master
"Kaithal, Haryana, India",3,3,17,294,NA,141,Notebooks Master
"Nijmegen, Gelderland, Netherlands",21,62,42,159,132,143,Notebooks Master
"Cascais, Lisbon, Portugal",20,3,41,860,5,148,Notebooks Grandmaster
"Gurugram, Haryana, India",16,1,21,500,27,146,Notebooks Master
"Delhi, Delhi, India",9,64,28,914,145,147,Datasets Master
Singapore,64,18,30,"5,754",139,150,Discussion Grandmaster
"Kolkata, West Bengal, India",2,2,16,575,NA,144,Notebooks Master
"Paris, Île-de-France, France",48,44,43,423,35,151,Competitions Master
"Paris, Île-de-France, France",24,6,40,559,143,149,Notebooks Master
"Ahmedabad, Gujarat, India",14,33,76,368,125,152,Datasets Expert
"Seoul, Seoul, South Korea",63,16,33,591,45,155,Notebooks Master
"Kawasaki, Kanagawa, Japan",13,NA,17,142,142,154,Notebooks Master
"Boston, Massachusetts, United States",8,11,22,202,7,153,Notebooks Master
"Noida, Uttar Pradesh, India",17,8,29,554,83,156,Notebooks Master
"Florida City, Florida, United States",7,15,20,306,72,157,Datasets Master
"Tokyo, Tokyo, Japan",22,2,49,393,70,159,Competitions Grandmaster
"Montreal, Quebec, Canada",7,7,18,175,153,158,Notebooks Master
NA,9,4,24,341,146,160,Notebooks Master
"Amreli, Gujarat, India",NA,5,16,"1,005",144,145,Notebooks Master
"Yazd, Yazd Province, Iran",NA,5,16,"1,234",89,164,Notebooks Grandmaster
NA,63,16,65,255,113,163,Notebooks Master
"Charlotte, North Carolina, United States",22,13,31,264,56,166,Notebooks Master
"Navi Mumbai, Maharashtra, India",3,8,17,243,151,167,Notebooks Master
"Helsinki, Finland",44,22,57,701,48,168,Notebooks Master
"Ho Chi Minh City, Ho Chi Minh City, Vietnam",1,NA,11,521,165,170,Notebooks Master
"Florence, Tuscany, Italy",6,3,20,126,161,162,Datasets Expert
"Dhanbad, Jharkhand, India",23,8,44,62,97,173,Competitions Expert
"Tokyo, Tokyo, Japan",35,20,111,270,73,174,Notebooks Master
"Sohawa, Punjab, Pakistan",6,15,29,"2,112",168,171,Notebooks Master
"Kolkata, West Bengal, India",20,10,39,405,86,175,Notebooks Master
"Varkala, Kerala, India",7,31,20,948,121,172,Datasets Grandmaster
"Polatsk, Vitebsk Region, Belarus",31,8,68,904,136,176,Notebooks Master
"Gurugram, Haryana, India",11,14,26,263,166,178,Notebooks Master
"London, England, United Kingdom",10,NA,20,55,159,177,Notebooks Expert
"Lahore, Punjab, Pakistan",16,17,72,556,150,179,Notebooks Master
"Dubai, Dubai, United Arab Emirates",16,NA,14,"4,298",168,169,Notebooks Master
"Mumbai, Maharashtra, India",1,2,25,259,10,180,Notebooks Master
"Beirut, Beirut Governorate, Lebanon",5,4,41,"1,168",40,183,Notebooks Master
"Colombo, Western Province, Sri Lanka",2,NA,13,"1,103",135,184,Notebooks Master
"Amman, Amman Governorate, Jordan",NA,29,31,950,167,182,Notebooks Master
NA,48,10,20,41,174,181,Notebooks Master
"Tokyo, Tokyo, Japan",47,153,49,116,117,186,Competitions Master
"Dhaka, Dhaka Division, Bangladesh",2,3,10,687,160,161,Notebooks Master
"New Delhi, Delhi, India",10,NA,65,217,64,187,Notebooks Master
"İzmir, İzmir, Turkey",NA,14,31,360,164,165,Notebooks Master
"Helsinki, Finland",1,NA,22,986,103,188,Notebooks Master
"Punjab, Pakistan",6,6,22,884,165,191,Notebooks Master
